word,chunk,postposition,head-postag,dependency,is_arg,srl,predicate
मंत्रियों,NP4,0_का,NP5,r6,0,,
विभागों,NP5,0_का,NP7,r6-k2,0,,
अभी,NP6,0,VGF2,k7t,0,,
घोषणा,NP7,0,VGF2,pof,0,,
की3,VGF2,या_जा+या१_है,CCP,ccof,0,,
उन्होंने,NP,ने,VGF,k1,1,ARG0,VGF
कहा,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
वर्ष,NP2,0_में,VGF2,k7t,1,ARGM-TMP,VGF2
पाकिस्तान,NP3,0_का,NP4,r6,0,,
व्यवस्था,NP4,0_को,VGNN,k4,0,,
मजबूती,NP5,0,VGNN,k2,0,,
प्रदान,NP6,0,VGNN,pof,0,,
करने,VGNN,ना_वाला,NP7,nmod__k1inv,0,,
अजीज,NP7,0,VGF2,k1,1,ARG1,VGF2
मंत्री,NP8,0_का,NP9,r6,0,,
पद,NP9,0_पर,VGF2,k7,1,ARG2-ATR,VGF2
बने,VGF2,या_रह+गा,CCP2,ccof,0,,
जबकि,CCP2,0,CCP,ccof,0,,
विभाग,NP10,0_का,NP11,r6,0,,
दायित्व,NP11,0,VGF3,k1,1,ARG1,VGF3
कसूरी,NP12,0_का,NP13,r6,0,,
हाथों,NP13,0_में,VGF3,k7,1,ARG2-ATR,VGF3
रहेगा,VGF3,गा,CCP2,ccof,0,,
बहरहाल,CCP,0,0,root,0,,
मंत्रिमंडल,NP,0_में,VGF,k7p,0,,
चेहरों,NP2,0_को,VGF,k2,0,,
शामिल,JJP,0,VGF,pof,0,,
किया,VGF,या_जा+या१_है,NP3,nmod__relc,0,,
उनमें,NP3,में,VGF2,k7,1,ARGM-LOC,VGF2
आईएसआई,NP4,0_का,NP5,r6,0,,
काजी,NP5,0,VGF2,k1,1,ARG1,VGF2
हैं,VGF2,है,CCP,ccof,0,,
काजी,NP,0,VGF,k1,1,ARG1,VGF
मुशर्रफ,NP2,0_के,NP3,r6,0,,
सहयोगी,NP3,0,VGF,k1s,1,ARG2-ATR,VGF
हैं,VGF,है,CCP,ccof,0,,
और,CCP,0,0,root,0,,
१९९९,NP4,0_में,VGF2,k7t,1,ARGM-TMP,VGF2
जब,NP5,0,VGF2,k7ts,1,ARGM-ADV,VGF2
मुशर्रफ2,NP6,0_ने,VGF2,k1,1,ARG0,VGF2
सत्ता,NP7,0,VGF2,k2,1,ARG1,VGF2
हथिया,VGF2,०_ले+या_था,NP8,nmod__relc,0,,
समय,NP8,0,VGF3,k7t,1,ARGM-TMP,VGF3
वह,NP9,0,VGF3,k1,1,ARG0,VGF3
मंत्री,NP10,0,VGF3,k1s,1,ARG2-LOC,VGF3
रह,VGF3,०_चुक+एं_है,CCP,ccof,0,,
अधिकारियों,NP,0_के_मुताबिक,VGF,k7,1,ARGM-ADV,VGF
मंत्रियों,NP2,0_का,NP3,r6,0,,
विभाग,NP3,0,VGF,k2,1,ARG1,VGF
बदले,VGF,या_जा+०_सक+ता_है,0,root,0,,
काजी,NP,0_को,VGF,k2,1,ARG1,VGF
मामलों,NP2,0_का,NP3,r6,0,,
मंत्री,NP3,0,VGF,k2s,1,ARG2-ATR,VGF
बनाया,VGF,या_जा+०_सक+ता_है,0,root,0,,
फिलहाल,RBP,0,VGF,k7t,1,ARGM-TMP,VGF
विभाग,NP,0,VGF,k1,1,ARG1,VGF
हयात,NP2,0_का_पास,VGF,k7p,1,ARGM-LOC,VGF
है,VGF,है,0,root,0,,
नियंत्रण,NP,0_का_वाली,NP2,nmod,0,,
एनर्जी,NP2,0_का,NP5,r6,0,,
प्रदेश,NP3,0_में,NP5,nmod,0,,
मेगावाट,NP4,0,NP5,nmod,0,,
प्लांट,NP5,0_के_लिए,VGNN,rt,1,ARGM-PRP,VGNN
इंडस्ट्रीज,NP6,0_से,VGNN,k5,1,ARG2-SOU,VGNN
गैस,NP7,0,VGNN,k2,1,ARG1,VGNN
खरीदने,VGNN,ना_को,VGF,rt,1,ARGM-PRP,VGF
महीने,NP8,0,VGF,k7t,1,ARGM-TMP,VGF
समझौते,NP9,0_पर,VGF,k7,1,ARGM-LOC,VGF
दस्तखत,NP10,0,VGNN2,pof,0,,
करने,VGNN2,ना_का,NP11,r6,0,,
उम्मीद,NP11,0,VGF,k1,1,ARG1,VGF
है,VGF,है,0,root,0,,
सूत्रों,NP,0_ने,VGF,k1,1,ARG0,VGF
बताया,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
प्लांट,NP2,0_के_लिए,VGF2,rt,1,ARGM-PRP,VGF2
समझौते,NP3,0_पर,VGF2,k7,1,ARGM-LOC,VGF2
हस्ताक्षर,NP4,0,VGF2,k1,1,ARG1,VGF2
हफ्ते,NP5,0_में,VGF2,k7t,1,ARG2-ATR,VGF2
होने,VGF2,ना_है,CCP,ccof,0,,
लागत,NP,0_से_का,NP2,r6,0,,
परियोजना,NP2,0_को,VGF,k2,1,ARG1,VGF
विश्व,NP3,0_का,NP4,r6,0,,
तौर,NP4,0_का_पर,VGF,k2g,1,ARGM-MNR,VGF
बताया,VGF,या_जा_रह+या_है,0,root,0,,
प्लांट,NP,0_का,NP2,r6,0,,
यूनिट,NP2,0,VGNN,k1,0,,
शुरू,NP3,0,VGNN,pof,0,,
होने,VGNN,ना_पर,VGF,adv,0,,
आरआईएल,NP4,0_से,VGF,k5,0,,
०९,NP5,0_में,VGF,k7t,0,,
गैस,NP6,0,VGNN2,k1,1,ARG1,VGNN2
मिलनी,VGNN2,ना,VGF,k1,0,,
शुरू2,NP7,0,VGF,pof,0,,
हो,VGF,0_जा+गा,0,root,0,,
आरआईएल,NP,0,VGF,k1,1,ARG1,VGF
पाइपलाइन,NP2,0_के_जरिये,VGF,k3,1,ARGM-MNS,VGF
गैस,NP3,0_का,NP4,r6,0,,
आपूर्ति,NP4,0,VGF,k2,1,ARGM-LOC,VGF
गोदावरी,NP5,0_का,NP6,r6,0,,
फील्ड,NP6,0_का,NP7,r6,0,,
क्षेत्र,NP7,0,NP8,nmod,0,,
काकीनाडा,NP8,0_से,VGF,k5,1,ARG2-SOU,VGF
आएगी,VGF,गा,0,root,0,,
इसके,NP,के_चल,VGF,sent-adv,1,ARGM-MNR,VGF
उत्पादन,NP2,0,VGNN,k1,0,,
२००८,NP3,0_का,NP4,r6,0,,
छमाही,NP4,0_में,VGNN,k7p,0,,
शुरू,NP5,0,VGNN,pof,0,,
होने,VGNN,ना_का,NP6,r6,0,,
उम्मीद,NP6,0,VGF,k1,1,ARG1,VGF
है,VGF,है,0,root,0,,
अधिकारियों,NP,0_का,VGF,r6v,1,ARG0,VGF
कहना,VGF,ना_है,0,root,0,,
कि,CCP,0,VGF,k1,1,ARG1,VGF
रिलायंस,NP2,0_ने,VGF2,k1,1,ARG0,VGF2
अपनी,NP3,0,NP4,r6,0,,
गैस,NP4,0,VGF2,k2,1,ARG1,VGF2
दफा,NP5,0,VGF2,adv,1,ARGM-ADV,VGF2
प्लांट,NP6,0,VGF2,k4,1,ARG2,VGF2
एनटीपीसी,NP7,0,NP6,nmod,0,,
को,FRAGP,0,NP6,pof,0,,
बेची,VGF2,या,CCP,ccof,0,,
एनटीपीसी,NP,0,VGF,k1,1,ARG0,VGNN
रिलायंस,NP2,0_से,VGF,k5,0,,
गुजरात,NP3,0,JJP,jjmod,0,,
स्थित,JJP,0,NP4,nmod,0,,
कवास,NP4,0,CCP,ccof,0,,
और,CCP,0,VGF,rt,0,,
प्लांट,NP5,0_के_लिए,CCP,ccof,0,,
गैस,NP6,0,VGF,k2,0,,
खरीदने,VGNN,ना_को,VGF,pof,0,,
है,VGF,है,0,root,0,,
इसकी,NP,का,NP2,r6,0,,
कीमत,NP2,0,VGF,k2,1,ARG1,VGF
मिलियन,NP3,0,NP5,nmod,0,,
यूनिट,NP4,0_में,VGF,k7,1,ARGM-LOC,VGF
डॉलर,NP5,0_का,NP6,r6,0,,
दर,NP6,0_से,VGF,adv,1,ARGM-MNR,VGF
चुकाई,VGF,या_जा+गा,0,root,0,,
संभवतः,RBP,0,VGF,adv,1,ARGM-EXT,VGF
कीमत,NP,0,VGF,k1,1,ARG1,VGF
परियोजना,NP2,0_के_लिए,VGF,rt,1,ARG2-ATR,VGF
होगी,VGF,गा,0,root,0,,
गैस,NP,0,JJP,jjmod,0,,
संबंधी,JJP,0,NP2,nmod,0,,
समझौते,NP2,0,VGF,k1,0,,
परियोजना,NP3,0_को,VGNF,k2,1,ARGM-LOC,VGNF
लेकर,VGNF,कर,VGNF2,vmod,1,ARGM-MNR,VGNF2
चल,VGNF2,0_रह+या,NP4,nmod__k1inv,1,ARG1,VGNF
अनिश्चितता,NP4,0_पर,VGF,k7,1,ARG1,VGNF2
विराम,NP5,0,VGF,pof,0,,
लग,VGF,0_जा+गा,0,root,0,,
रिलायंस,NP,0_का,NP2,r6,0,,
हक,NP2,0_को,VGNF,k2,1,ARG1,VGNF
लेकर,VGNF,कर,VGNF2,adv,1,ARGM-MNR,VGNF2
NULL2,NULL__NP,0,0,root,0,,
चले,VGNF2,एं,NP3,nmod__k1inv,0,,
द्वंद्व,NP3,0_के_कारण,VGF,rh,1,ARGM-CAU,VGF
परियोजना,NP4,0_को,VGF,k1,1,ARG0,VGF
दौर,NP5,0_से,VGF,adv,1,ARGM-TMP,VGF
गुजरना,VGF,ना_पड+या_है,0,root,0,,
आरआईएल,NP,0_ने,VGF,k1,1,ARG0,VGNF
तब,NP2,0,VGF,k7t,0,,
योजनाओं,NP3,0,CCP,ccof,0,,
और,CCP,0,VGF,k4,0,,
आरईएल,NP4,0_को,CCP,ccof,0,,
आपूर्ति,NP5,0_को,VGNF,k2,1,ARG1,VGNF
लेकर,VGNF,कर,VGF,adv,0,,
सवाल,NP6,0,VGF,pof,0,,
उठाए,VGF,एं_था,0,root,0,,
हालांकि,CCP,0,0,root,0,,
महीनों,NP,0_बाद,VGNN,k7t,1,ARGM-TMP,VGNN
सफाई,NP2,0,VGNN,k1,1,ARG1,VGNN
होने,VGNN,ना_पर,VGF,vmod,1,ARGM-ADV,VGF
आरईएल,NP3,0_का,NP4,r6,0,,
बैठक,NP4,0_में,VGF,k7p,1,ARGM-LOC,VGF
जून,NP5,0_को,VGF,k7t,1,ARGM-TMP,VGF
अंबानी,NP6,0_ने,VGF,k1,1,ARG0,VGF
कहा,VGF,या_था,CCP,ccof,0,,
कि,CCP2,0,VGF,k2,1,ARG1,VGF
प्लांट,NP7,0_को,VGF2,k4,1,ARG0,VGF2
आरआईएल,NP8,0_से,VGF2,k5,1,ARG2-SOU,VGF2
गैस,NP9,0,VGF2,k1,1,ARG1,VGF2
मिलेगी,VGF2,गा,CCP2,ccof,0,,
वह,NP,0,VGF,k1,1,ARG0,VGNN
है,VGF,है,0,root,0,,
प्रोजेक्ट,NP2,0_के_लिए,VGNN,rt,1,ARGM-PRP,VGNN
ऋण,NP3,0,VGNN,k2,1,ARG1,VGNN
देने,VGNN,ना_वाले,VGF,k5,1,ARGM-MNR,VGF
समूहों,NP4,0,CCP,ccof,0,,
और,CCP,0,VGNN,k1,1,ARGM-MNR,VGNN
संस्थानों,NP5,0_का_ओर_से,CCP,ccof,0,,
झंडी,NP6,0,VGF,k1s,1,ARG2-ATR,VGF
हत्याकांड,NP,0_का,NP2,r6-k2,0,,
जांच,NP2,0,VGNF,pof,0,,
कर,VGNF,0_रह+एं,NP4,nmod__k1inv,0,,
दल,NP3,0,NP4,nmod,0,,
सिट,NP4,0_ने,VGF,k1,1,ARG0,VGF
सरस्वती,NP5,0_को,VGNN,k1,0,,
रविवार,NP6,0,VGNN,k7t,0,,
बजे,NP7,0,VGNN,k7t,0,,
उसके,NP8,का_समक्ष,VGNN,k7p,0,,
पेश,JJP,0,VGNN,pof,0,,
होने,VGNN,ना_के_लिए,VGF,rt,1,ARGM-PRP,VGF
समन,NP9,0,VGF,k2,1,ARG1,VGF
भेजा,VGF,या_है,0,root,0,,
",",NP,0,VGF,sent-adv,0,,
रात,NP2,0,VGNF,k7t,0,,
गिरफ्तार,JJP,0,VGNF,pof,0,,
किए,VGNF,या_जा+या१,NP5,nmod__k2inv,0,,
मठ,NP3,0_का,NP4,r6,0,,
मैनेजर,NP4,0,NP5,nmod,0,,
अय्यर,NP5,0_को,VGF,k2,1,ARG2,VGF
आज,NP6,0,VGF,k7t,1,ARGM-TMP,VGF
कोर्ट,NP7,0_ने,VGF,k1,1,ARG0,VGF
दिन,NP8,0_का,NP9,r6,0,,
हिरासत,NP9,0_में,VGF,k7,1,ARGM-LOC,VGF
भेज,VGF,0_दे+या,0,root,0,,
मठ,NP,0_का,NP2,r6,0,,
एकाउंटेंट,NP2,0,CCP,ccof,0,,
और,CCP,0,NP5,nmod,0,,
मंदिर,NP3,0_का,NP4,r6,0,,
मैनेजर,NP4,0,CCP,ccof,0,,
रमन,NP5,0_का,NP6,r6,0,,
हत्या,NP6,0_का,NP7,r6,0,,
गुत्थी,NP7,0,VGNN,k2,1,ARG1,VGNN
NULL2,NULL2,0,0,root,0,,
सुलझाने,VGNN,ना_में,VGNF,k7,1,ARG1,VGNF
जुटे,VGNF,एं,NP8,nmod__k1inv,0,,
सिट,NP8,0_द्वारा,VGNN2,k1,1,ARG0,VGNF
विजयेंद्र,NP9,0_को,VGNN2,k4,1,ARG2,VGNN2
समन,NP10,0,VGNN2,k2,1,ARG1,VGNN2
भेजने,VGNN2,ना_को,VGF,k2,1,ARG1,VGF
अहम,JJP,0,VGF,k2s,1,ARG2-ATR,VGF
माना,VGF,या_जा_रह+या_है,0,root,0,,
लेकिन,CCP,0,0,root,0,,
विजयेंद्र,NP,0_का,NP2,r6,0,,
वकीलों,NP2,0_ने,VGF,k1,0,,
सिट,NP3,0_से,VGF,k4,0,,
आग्रह,NP4,0,VGF,pof,0,,
किया,VGF,या_था,CCP,ccof,0,,
कि,CCP2,0,VGF,k2,0,,
वह,NP5,0,VGF2,k1,1,ARG0,VGF2
मठ,NP6,0_में,VGNN,k7p,1,ARGM-LOC,VGNN
होने,VGNN,ना_वाली,NP7,nmod__k1inv,0,,
पूजा,NP7,0_के_कारण,VGF2,rh,1,ARGM-CAU,VGF2
सुबह,NP8,0,VGF2,k7t,1,ARGM-TMP,VGF2
मठ2,NP9,0_से,VGF2,k5,1,ARG2-SOU,VGF2
बाहर,NP10,0,VGF2,k2p,1,ARG2-GOL,VGF2
जा,VGF2,0_सक+ता,CCP2,ccof,0,,
विजयेंद्र,NP,0_का,NP2,r6,0,,
वकील,NP2,0,CCP,nmod,0,,
चेल्लप्पा,NP3,0,CCP,ccof,0,,
और,CCP,0,VGF,k1,1,ARG0,VGF
त्यागराजन,NP4,0_ने,CCP,ccof,0,,
बताया,VGF,या,0,root,0,,
कि,CCP2,0,VGF,k2,1,ARG1,VGF
विजयेंद्र2,NP5,0,VGF2,k1,0,,
पूजा,NP6,0_के_बाद,VGF2,k7t,0,,
बजे,NP7,0,VGF2,k7t,0,,
सिट,NP8,0_के_समक्ष,VGF2,k2p,0,,
पेश,JJP,0,VGF2,pof,0,,
होंगे,VGF2,गा,CCP2,ccof,0,,
यह,NP,0,VGNN,k2,1,ARG0,VGNN
पूछने,VGNN,ना_पर,VGF3,k7,1,ARGM-CAU,VGF3
कि,CCP,0,VGNN,k2s,1,ARG1,VGNN
क्या,NP2,0,VGF,adv,0,,
उन्होंने,NP3,ने,VGF,k1,1,ARG0,VGNN2
यह2,NP4,0,VGNN2,k2,1,ARG1,VGNN2
जानने,VGNN2,ना_का,NP5,r6-k2,0,,
कोशिश,NP5,0,VGF,pof,0,,
की2,VGF,या,CCP,ccof,0,,
कि2,CCP2,0,NP4,rs,0,,
विजयेंद्र,NP6,0_से,VGF2,k5,0,,
आखिर,RBP,0,VGF2,adv,0,,
तरह,NP7,0_का,NP8,r6-k2,0,,
पूछताछ,NP8,0,VGF2,pof,0,,
की4,VGF2,या_जा+गा,CCP2,ccof,0,,
वकीलों,NP9,0_ने,VGF3,k1,1,ARG0,VGF3
कहा,VGF3,या,0,root,0,,
कि3,CCP3,0,VGF3,k2,1,ARG1,VGF3
उन्हें,NP10,को,NULL__VGF,k4a,0,,
इस,NP11,0_बारे_में,NULL__VGF,k7,0,,
पता,JJP,0,NULL__VGF,pof,0,,
NULL2,NULL2,0,CCP3,ccof,0,,
।,NEGP,0,NULL__VGF,fragof,0,,
उन्होंने,NP,ने,VGF,k1,1,ARG0,VGF
कहा,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
विजयेंद्र,NP2,0,VGF2,k1,1,ARG0,VGNF
पूछताछ,NP3,0_को,VGNF,k2,1,ARG1,VGNF
लेकर,VGNF,कर,VGF2,vmod,1,ARGM-CAU,VGF2
परेशान,JJP,0,VGF2,k1s,1,ARG2-ATR,VGF2
हैं,VGF2,है,CCP,ccof,0,,
गौरतलब,JJP,0,VGF,k1s,1,ARGM-ADV,VGF
है,VGF,है,0,root,0,,
कि,CCP,0,NULL__NP,rs,0,,
सरस्वती,NP,0_का,NP2,r6,0,,
गिरफ्तारी,NP2,0_के_बाद_से,VGF2,k7t,1,ARGM-TMP,VGF2
सरस्वती2,NP3,0_ने,VGF2,k1,1,ARG0,VGF2
मामले,NP4,0_पर,VGF2,k7,1,ARGM-LOC,VGF2
शब्द,NP5,0,VGF2,k2,1,ARG1,VGF2
कहा,VGF2,या_है,CCP,ccof,0,,
यहां,NP,0_तक,VGF,sent-adv,1,ARGM-DIS,VGF
वह,NP2,0,VGF,k1,1,ARG0,VGNN
जेल,NP3,0_में,VGF,k7p,1,ARGM-LOC,VGF
अपने,NP4,0,NP5,r6,0,,
गुरु,NP5,0_से,VGNN,ras-k1,1,ARG1,VGNN
मिलने,VGNN,ना,VGF,rt,1,ARGM-PRP,VGF
गए,VGF,या१,0,root,0,,
इस,NP,0_बीच,VGF,sent-adv,1,ARGM-TMP,VGF
उत्तमराज,NP2,0_ने,VGF,k1,1,ARG0,VGF
मठ,NP3,0_का,NP4,r6,0,,
अय्यर,NP4,0_को,VGF,k2,1,ARG2,VGF
जनवरी,NP5,0,VGF,k7t,1,ARGM-TMP,VGF
हिरासत,NP6,0_में,VGF,k7,1,ARGM-LOC,VGF
भेज,VGF,0_दे+या,0,root,0,,
पुलिस,NP,0_का,NP2,r6,0,,
आरोप,NP2,0,VGF,k1,1,ARG1,VGF
है,VGF,है,0,root,0,,
कि,CCP,0,VGF,k1s,1,ARG2-ATR,VGF
हत्याकांड,NP3,0_का,NP4,r6,0,,
सिलसिले,NP4,0_में,VGF2,k7,1,ARGM-LOC,VGF2
पैसे,NP5,0_का,NP6,r6,0,,
देन,NP6,0_में,VGF2,k7,1,ARGM-LOC,VGF2
अय्यर,NP7,0_का,VGF2,r6v,1,ARG1,VGF2
भूमिका,NP8,0,VGF2,k1,1,ARG2-ATR,VGF2
थी,VGF2,था,CCP,ccof,0,,
मठ,NP,0_का,NP2,r6,0,,
वकील,NP2,0,NP3,nmod,0,,
चेल्लप्पा,NP3,0,CCP,ccof,0,,
और,CCP,0,VGF,k1,1,ARG0,VGNF
त्यागराजन,NP4,0_ने,CCP,ccof,0,,
पत्रकारों,NP5,0_को,VGF,k4,1,ARG2,VGF
बताया,VGF,या,0,root,0,,
कि,CCP2,0,VGF,k2,1,ARG1,VGF
अय्यर,NP6,0_ने,VGF2,k1,1,ARG0,VGF2
मजिस्ट्रेट,NP7,0_से,VGF2,k4,1,ARG2,VGF2
कहा,VGF2,या,CCP2,ccof,0,,
कि2,CCP3,0,VGF2,k2,1,ARG1,VGF2
पैसों,NP8,0_का,NP9,r6,0,,
देन,NP9,0_को,VGNF,k2,1,ARG1,VGNF
लेकर,VGNF,कर,VGF3,vmod,0,,
उन,NP10,0_पर,VGF3,k2,0,,
आरोप,NP11,0,VGF3,pof,0,,
लगाए,VGF3,या_जा+या१_है,CCP3,ccof,0,,
अय्यर,NP,0_ने,VGF,k1,1,ARG0,VGF
बताया,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
उन्होंने,NP2,ने,VGF2,k1,1,ARG0,VGF2
किसी,NP3,0_को,VGF2,k4,1,ARG2,VGF2
राशि,NP4,0,VGF2,k2,1,ARG1,VGF2
दी,VGF2,या,CCP,ccof,0,,
व्यक्ति,NP,0_को,VGF,k4,1,ARG2,VGF
काम,NP2,0_के_लिए,VGF,rt,1,ARGM-PRP,VGF
रुपये,NP3,0_का,NP4,r6,0,,
चेक,NP4,0,VGF,k2,1,ARG1,VGF
दिया,VGF,या_जा+या१_था,0,root,0,,
अय्यर,NP,0_ने,VGF,k1,1,ARG0,VGF
बताया,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
मठ,NP2,0_को,VGF2,k4a,1,ARG0,VGF2
जमीन,NP3,0_का,NP4,r6,0,,
सौदे,NP4,0_से,VGF2,k5,1,ARGM-MNS,VGF2
रुपये,NP5,0,VGF2,k1,1,ARG1,VGF2
मिले,VGF2,या_था,CCP,ccof,0,,
देन,NP,0,VGF,k1,1,ARG1,VGF
रमन,NP2,0_का,NP3,r6,0,,
महीने,NP3,0_से_पहला,VGF,k7t,1,ARGM-TMP,VGF
हुआ,VGF,या_था,0,root,0,,
अय्यर,NP,0_ने,VGF,k1,1,ARG0,VGF
कोर्ट,NP2,0_में,VGF,k7p,1,ARGM-LOC,VGF
कहा,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
उन्होंने,NP3,ने,VGF2,k1,1,ARG0,VGF2
जानकारी,NP4,0,VGF2,k2,1,ARG1,VGF2
पूछताछ,NP5,0_के_दौरान,VGF2,k7t,1,ARGM-TMP,VGF2
पुलिस,NP6,0_को,VGF2,k4,1,ARG2,VGF2
दी,VGF2,या,CCP2,ccof,0,,
लेकिन,CCP2,0,CCP,ccof,0,,
पुलिस2,NP7,0_ने,VGF3,k1,1,ARG0,VGF3
मजिस्ट्रेट,NP8,0_को,VGF3,k4,1,ARG2,VGF3
इसकी,NP9,का,NP10,r6,0,,
जानकारी2,NP10,0,VGF3,k2,1,ARG1,VGF3
दी2,VGF3,या,CCP2,ccof,0,,
पार्टी,NP,0_का,NP2,r6,0,,
आरोपों,NP2,0_से,VGNF,k2,0,,
सहमति,NP3,0,VGNF,pof,0,,
जताते,VGNF,ता_हो+एं,VGF,vmod,1,ARGM-MNR,VGF
माकपा,NP4,0_ने,VGF,k1,1,ARG0,VGF
कहा,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
प्रदेश,NP5,0_का,NP6,r6,0,,
राजेश्वर,NP6,0_ने,VGF2,k1,0,,
क्षेत्र,NP7,0_का,NP8,r6-k2,0,,
उल्लंघन,NP8,0,VGF2,pof,0,,
किया,VGF2,या_है,CCP,ccof,0,,
लेकिन,CCP,0,0,root,0,,
माकपा,NP,0_ने,VGF,k1,1,ARG0,VGNN
राज्यपाल,NP2,0_को,VGNN,k2,1,ARG1,VGNN
वापस,JJP,0,VGNN,vmod,1,ARGM-MNR,VGNN
बुलाने,VGNN,ना_का,NP3,r6-k2,0,,
मांग,NP3,0,VGF,pof,0,,
की2,VGF,या_है,CCP,ccof,0,,
इस,NP,0_बारे_में,VGF,k7,1,ARGM-DIS,VGF
ब्यूरो,NP2,0_का_ओर_से,VGF,rd,1,ARGM-LOC,VGF
बयान,NP3,0_में,VGF,k7,1,ARGM-LOC,VGF
कहा,VGF,या_जा+या१_है,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
राज्यपाल,NP4,0_का,NP5,r6,0,,
अधिकार,NP5,0_का,NP6,r6,0,,
प्रावधान,NP6,0_के_मुताबिक,VGF2,k7,0,,
राज्यपाल2,NP7,0_को,VGF2,k1,1,ARG0,VGF3
विचारों,NP8,0_से,VGF2,k2,0,,
सरकार,NP9,0_को,VGF2,k4,0,,
अवगत,JJP,0,VGF2,pof,0,,
कराना,VGF2,ना_चाहिए,CCP2,ccof,0,,
और,CCP2,0,CCP,ccof,0,,
सलाह,NP10,0,VGF3,k2,1,ARG1,VGF3
देनी,VGF3,ना_चाहिए,CCP2,ccof,0,,
लेकिन,CCP,0,0,root,0,,
राज्य,NP,0_में,VGF,k7p,1,ARGM-LOC,VGF
राज्यपाल,NP2,0_का,NP3,r6,0,,
काम,NP3,0,VGF,k1,1,ARG1,VGF
क्षेत्र,NP4,0_के_अनुरूप,VGF,k7,1,ARGM-MNR,VGF
हो,VGF,0_पा_रह+या_है,CCP,ccof,0,,
माकपा,NP,0_ने,VGF,k1,1,ARG0,VGNF
उदाहरण,NP2,0,VGNF,k2,1,ARG1,VGNF
देते,VGNF,ता_हो+एं,VGF,vmod,1,ARGM-MNR,VGF
कहा,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
प्रदेश,NP3,0_का,NP4,r6,0,,
राज्यपाल,NP4,0_ने,VGF2,k1,1,ARG0,VGF2
काम,NP5,0,VGF2,k2,1,ARG1,VGF2
किए,VGF2,या_है,CCP,ccof,0,,
NULL2,NULL2,0,0,root,0,,
जिसे,NP6,से,VGNN,k2,1,ARG1,VGNN
देखने,VGNN,ना_से,VGF3,rh,1,ARG1,VGF3
लगता,VGF3,ता_है,NP5,nmod__relc,0,,
कि2,CCP2,0,VGF3,k2,1,ARG2-ATR,VGF3
उन्होंने,NP7,ने,VGF4,k1,1,ARG0,VGF4
NULL3,NULL__NP,0,0,root,0,,
क्षेत्र,NP8,0_से_बाहर,VGNF2,k7p,1,ARG2-GOL,VGNF2
जाकर,VGNF2,कर,VGF4,vmod,1,ARGM-MNR,VGF4
काम2,NP9,0,VGF4,k2,1,ARG1,VGF4
किया,VGF4,या_है,CCP2,ccof,0,,
माकपा,NP,0_ने,VGF,k1,1,ARG0,VGF
कहा,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
दलों,NP2,0_का,VGNN,k1,1,ARG0,VGNN
हमेशा,NP3,0_से,VGNN,k7t,1,ARGM-ADV,VGNN
यह,NP4,0,VGNN,k2,1,ARG1,VGNN
मानना,VGNN,ना,VGF2,k1,0,,
रहा,VGF2,या_है,CCP,ccof,0,,
कि2,CCP2,0,VGNN,k2s,1,ARG2-ATR,VGNN
राज्यपाल,NP5,0_को,VGF3,k1,0,,
प्रदेश,NP6,0_का,NP7,r6,0,,
चुनी,VGNF,या_हो+या,NP7,nmod__k1inv,0,,
सरकार,NP7,0_का,NP8,r6,1,ARG1,VGNF
अधिकार,NP8,0,CCP3,ccof,0,,
और,CCP3,0,NP10,r6-k2,0,,
जिम्मेदारियों,NP9,0_का,CCP3,ccof,0,,
अतिक्रमण,NP10,0,VGF3,pof,0,,
करना,VGF3,ना_चाहिए,CCP2,ccof,0,,
माकपा,NP,0_ने,VGF,k1,1,ARG0,VGF
कहा,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
ढांचे,NP2,0_में,VGF2,k7,0,,
कानूनों,NP3,0_का,NP4,r6-k2,0,,
पालन,NP4,0,VGF2,pof,0,,
किया,VGF2,या_जा+ना_चाह,CCP,ccof,0,,
हफ़्ते,NP,0_का,NP2,r6,0,,
शुरू,NP2,0_में,VGNF,k7t,1,ARGM-TMP,VGNF
पार्टी,NP3,0_ने,VGF,k1,1,ARG0,VGNF
राष्ट्रपति,NP4,0_से,VGNF,ras-k1,1,ARG1,VGNF
मिलकर,VGNF,कर,VGF,vmod,0,,
प्रदेश,NP5,0_का,NP6,r6,0,,
NULL2,NULL2,0,0,root,0,,
राज्यपाल,NP6,0_को,VGNN,k2,1,ARG1,VGNN
बुलाए,VGNN,एं_जान+एं_का,NP7,r6-k2,0,,
मांग,NP7,0,VGF,pof,0,,
की2,VGF,या_था,0,root,0,,
